task_id,project_id,assignee_id,description,priority,status,due_date
T08811,P4796,E07797,Senior ready student power feel really.,Low,Completed,2025-04-01
T08812,P5036,E07690,Loss future show brother by hold.,Medium,Blocked,2025-02-24
T08813,P0010,E04044,Service free inside.,High,Blocked,2024-10-03
T08814,P8634,E02212,Song particularly value day.,High,In Progress,2024-12-18
T08815,P6756,E08766,Direction sort pass something near.,Low,In Progress,2025-07-08
T08816,P2592,E04826,Need save smile player pattern investment case.,Medium,In Progress,2025-08-25
T08817,P1373,E08796,Specific church purpose family street street.,Medium,In Progress,2024-10-05
T08818,P6927,E01935,Music trade country choice before power go evidence.,High,Completed,2025-09-04
T08819,P8273,E00111,Brother understand the store wind.,Medium,Completed,2025-06-07
T08820,P4780,E06693,Now performance herself piece feel officer.,Medium,In Progress,2025-09-14
T08821,P6151,E06739,Study nation really above charge news official.,High,In Progress,2025-03-06
T08822,P5619,E08248,Player movie leave nothing ok.,High,In Progress,2025-07-02
T08823,P6720,E07857,Nature so behind Republican rest.,Medium,In Progress,2025-02-15
T08824,P3861,E01165,Answer strategy should party account what now our.,Low,Completed,2025-06-09
T08825,P1400,E06145,At call establish animal almost.,High,Open,2025-03-14
T08826,P0645,E07247,Here between operation reality.,High,Completed,2025-08-10
T08827,P2004,E01156,Sea hair time make impact.,Low,In Progress,2025-04-30
T08828,P0182,E08640,Lose skill establish eat.,Low,Open,2024-11-21
T08829,P7060,E09909,Trial party north item paper short catch.,Medium,In Progress,2025-08-27
T08830,P1618,E09554,Situation structure develop full money evening.,High,In Progress,2025-05-09
T08831,P4223,E07597,Weight win evening example.,Low,Open,2025-03-06
T08832,P7667,E00873,Future race hold evening base alone.,Medium,Open,2024-12-27
T08833,P7351,E03981,Popular yard suddenly total by make.,Low,In Progress,2025-01-24
T08834,P5906,E05867,Trip feel provide loss.,Medium,Open,2025-04-22
T08835,P5660,E04420,Election write effort child hand word recent.,Medium,Blocked,2025-05-11
T08836,P2972,E03282,Could take writer attention color trade.,High,In Progress,2025-03-31
T08837,P2296,E06813,Man member partner few method another field.,Low,In Progress,2025-09-17
T08838,P8133,E02754,Address eight loss property begin could.,Medium,In Progress,2024-11-05
T08839,P4088,E00558,Century list kitchen fill wait.,Low,Open,2025-05-19
T08840,P9189,E03759,Member information room strong.,Low,Completed,2025-09-13
T08841,P6496,E03867,Face market election physical miss.,High,Open,2025-07-18
T08842,P4541,E01708,Agree respond color carry should particular house.,Medium,In Progress,2025-03-29
T08843,P2376,E03404,Fire machine financial beat protect discussion able.,Medium,Open,2024-12-06
T08844,P4359,E03491,Level culture movement.,Medium,Blocked,2025-09-08
T08845,P1158,E04830,Culture sea these process.,High,Completed,2024-11-07
T08846,P0210,E05691,Candidate fly card writer enter lawyer none.,High,Completed,2025-05-09
T08847,P4729,E03603,Them walk ago how I.,Low,Open,2025-08-09
T08848,P2651,E00883,Author discover realize student care want.,Medium,Open,2025-01-05
T08849,P0987,E05795,City there set pass use us everybody.,High,Open,2024-11-01
T08850,P3468,E07309,The foreign speak.,Medium,Completed,2024-12-21
T08851,P7246,E05212,Remain series determine factor.,High,Blocked,2025-09-10
T08852,P7208,E08554,Investment language step sit.,Medium,In Progress,2025-03-13
T08853,P2978,E05576,Rate report concern particularly movement want usually become.,High,Blocked,2024-09-25
T08854,P4798,E02429,Until decide want commercial third government amount land.,Medium,In Progress,2025-01-15
T08855,P8401,E02776,Thus consider site test technology truth.,High,Completed,2024-11-30
T08856,P8208,E02229,Where born create point group.,Medium,Completed,2025-02-09
T08857,P1424,E02570,Scene baby trade voice as red understand address.,High,Completed,2025-05-02
T08858,P5341,E07570,Including staff include city foreign.,Medium,Blocked,2025-01-31
T08859,P5140,E07588,Tough during half sister remember off along.,Low,Open,2025-02-27
T08860,P4016,E02649,Occur bring forward around computer method admit hand.,Low,Blocked,2024-10-04
T08861,P0488,E03543,Six bad off rock which manager after.,Medium,In Progress,2024-09-25
T08862,P2237,E04677,Mean society yet long man prevent.,High,Completed,2025-07-28
T08863,P6306,E04340,Present rather tend wait down treat.,Medium,Open,2024-09-28
T08864,P4250,E08052,Than since investment rather her.,Medium,Blocked,2025-02-07
T08865,P4648,E00185,He door language size five believe citizen.,High,In Progress,2024-11-11
T08866,P2326,E08734,Peace nature organization successful them car character.,Low,In Progress,2025-01-25
T08867,P6944,E02335,Time fund success strong name rest trip.,Medium,Completed,2025-02-15
T08868,P0424,E01178,Shoulder about board size forward matter draw.,Low,Open,2024-10-07
T08869,P0926,E01055,Four east ability always discussion piece.,High,In Progress,2025-06-21
T08870,P5360,E03914,Development be husband play east between few hair.,Low,Blocked,2024-12-29
T08871,P1095,E02127,Contain return within choose.,Medium,Blocked,2025-05-03
T08872,P1863,E08843,Evidence strong keep appear.,Medium,In Progress,2025-03-28
T08873,P4188,E03133,Resource reflect any under.,Medium,Completed,2025-07-13
T08874,P2408,E09943,Choice hour matter win speech method.,Low,Blocked,2025-02-27
T08875,P0293,E06204,Its pressure market.,Medium,Open,2025-07-24
T08876,P8596,E08509,Campaign pretty instead fine care.,Low,Open,2025-06-02
T08877,P9413,E04431,Hard could product suggest offer sound there.,Low,Blocked,2025-07-19
T08878,P5524,E06685,Dog factor beautiful population over medical reason western.,Low,Blocked,2025-04-13
T08879,P6734,E01275,Business economy top hard especially to account.,High,Completed,2025-08-06
T08880,P7513,E03463,But skill full yes executive.,Medium,Blocked,2024-11-03
T08881,P9539,E09510,Opportunity finish want family another.,Medium,In Progress,2025-03-14
T08882,P8496,E03143,Same friend prove coach design machine.,Medium,Open,2025-04-17
T08883,P2942,E05565,Card move serve maintain art knowledge.,Low,Open,2025-02-22
T08884,P1596,E01412,Deal own since up become.,Medium,In Progress,2025-05-01
T08885,P7950,E08171,Indicate cell board.,Low,Open,2025-01-25
T08886,P2496,E01241,Onto produce sell second.,High,In Progress,2025-02-28
T08887,P2948,E01145,In key when every everybody attorney today.,High,Blocked,2025-02-18
T08888,P6350,E04612,West impact bit gas federal do all.,High,In Progress,2024-09-26
T08889,P8126,E08672,Beat pass less magazine.,Low,In Progress,2025-01-09
T08890,P5959,E08197,Under sing north miss.,Medium,Completed,2025-04-11
T08891,P8191,E05833,East young year keep until through.,Low,In Progress,2025-05-06
T08892,P6309,E09637,Full possible customer as all.,Medium,In Progress,2025-02-04
T08893,P0086,E02951,Mind pretty start wrong computer husband.,High,In Progress,2024-12-12
T08894,P9541,E05065,Stand form sure.,High,Open,2025-01-10
T08895,P1704,E08077,Matter century career reflect challenge.,Low,In Progress,2024-10-23
T08896,P2907,E01472,Build threat quality follow.,Low,In Progress,2025-02-26
T08897,P1639,E09050,Campaign design fine now.,High,Completed,2025-04-24
T08898,P2880,E08053,Fight clear add paper check everything hold.,High,Open,2024-11-22
T08899,P6708,E02449,Scientist recently million stock expert.,Medium,Blocked,2025-03-02
T08900,P5712,E06115,Along item young.,Low,Open,2025-08-21
T08901,P0948,E07205,Page these whom structure.,High,Open,2025-02-02
T08902,P7268,E02824,Growth war try trial during role.,Medium,Blocked,2025-02-12
T08903,P9844,E00599,Sell agency history bad thing own guy.,High,Open,2025-04-07
T08904,P2419,E00451,Set practice even idea perhaps consider appear.,Low,Blocked,2025-01-13
T08905,P6454,E03108,Recent tonight call population take.,High,Open,2025-03-16
T08906,P4008,E01936,Project quite red bank.,High,Completed,2025-03-26
T08907,P3955,E09368,Moment deal yet.,High,In Progress,2025-06-21
T08908,P8919,E06496,Visit someone success.,Medium,In Progress,2025-07-19
T08909,P6616,E00791,Few board turn quality.,Low,Open,2025-08-01
T08910,P4473,E09724,Stay understand magazine man anything.,Medium,In Progress,2025-03-30
T08911,P9473,E04611,Dark the support reflect save within for prevent.,Low,Blocked,2024-12-11
T08912,P8104,E08562,Miss during both pretty.,High,Completed,2025-05-11
T08913,P4610,E07837,Really real be tell whose thus work program.,High,Blocked,2025-06-21
T08914,P4597,E03976,Do medical guess expert key.,Low,In Progress,2024-10-20
T08915,P1326,E03693,Also treat crime policy make fine.,Medium,In Progress,2025-01-05
T08916,P1601,E05343,Entire movie reality staff fact.,Medium,In Progress,2025-08-18
T08917,P8871,E04313,Design almost even consider perform black clear.,Medium,Open,2025-08-31
T08918,P3752,E00979,Prove on performance through science.,High,Open,2025-03-22
T08919,P1707,E04498,Available capital nice never.,High,Blocked,2025-01-31
T08920,P6154,E03030,Article card sort who but cup movement team.,High,Open,2025-04-26
T08921,P9898,E08114,Sign suggest he research PM.,Low,In Progress,2025-07-11
T08922,P6768,E03769,Realize news she remember.,Medium,In Progress,2025-05-10
T08923,P3864,E02830,Speech story relate in forward ball west.,Low,Completed,2025-01-24
T08924,P5395,E09309,Action push difficult head choose.,High,In Progress,2025-05-11
T08925,P4916,E08691,These bring inside sort.,Medium,In Progress,2025-01-04
T08926,P4878,E09267,Make reach charge prevent often hotel always.,Medium,In Progress,2025-09-14
T08927,P3597,E06374,Office through than pay trouble which.,High,Open,2025-03-11
T08928,P6821,E00754,Along individual strategy professor sell.,High,Blocked,2024-09-24
T08929,P6957,E05694,Measure accept drug despite certain quickly enjoy.,Low,Blocked,2024-12-13
T08930,P9092,E03907,History specific I church fill animal.,Low,Completed,2024-10-12
T08931,P3079,E00528,Film within fine write discuss.,High,Blocked,2025-04-01
T08932,P9482,E09464,Story woman must successful success.,Medium,Completed,2024-12-20
T08933,P5936,E06963,Style less federal want few report.,Medium,Completed,2025-08-11
T08934,P2611,E08213,Middle early red above continue call respond he.,Medium,Open,2025-02-14
T08935,P0156,E02784,Many small main best true system.,High,In Progress,2025-08-02
T08936,P6840,E00886,Challenge security site explain one forget out.,Low,Open,2025-01-29
T08937,P4655,E05053,Education another yet fill your response often.,High,Completed,2025-05-15
T08938,P4471,E09984,Fire activity language across fill third.,High,In Progress,2025-07-15
T08939,P1540,E05619,Figure article society.,High,In Progress,2025-01-09
T08940,P1696,E03936,Choice operation evidence gun perform understand.,High,Open,2024-10-20
T08941,P6815,E03658,Practice coach middle low.,Medium,In Progress,2025-04-18
T08942,P0331,E06084,Also recent such.,Low,Open,2025-01-14
T08943,P2587,E07992,We data opportunity body particular painting.,Low,Open,2025-03-01
T08944,P6449,E01383,Few pass another professional.,Medium,Completed,2025-08-29
T08945,P2110,E05163,Interesting record dog black day.,Medium,In Progress,2024-11-27
T08946,P9103,E04579,Lot usually activity beat born.,High,Open,2024-10-31
T08947,P2057,E00818,Week field animal impact tree professional chance.,High,In Progress,2025-03-05
T08948,P1205,E08674,Exactly when figure note.,Low,Open,2025-01-09
T08949,P5463,E05666,Tree pay soon hear turn safe oil.,Medium,Open,2025-01-15
T08950,P4237,E09338,Play leg side particularly way sing modern career.,Medium,Completed,2024-10-03
T08951,P9967,E08703,Without order offer body.,Low,Completed,2025-07-26
T08952,P8002,E00127,Story miss weight quickly reach Mrs.,High,Completed,2025-02-26
T08953,P8552,E01753,Cultural parent around experience reason smile.,Medium,In Progress,2024-12-17
T08954,P0280,E04028,Property prevent responsibility house court subject.,Low,Completed,2025-01-12
T08955,P8806,E05928,Cultural for month discuss science value.,High,Completed,2025-02-05
T08956,P2021,E00055,Camera professor condition deep.,High,Open,2024-12-23
T08957,P1242,E07588,Value whatever also late.,Medium,Open,2025-09-10
T08958,P5578,E09899,Herself shake enjoy full on compare trip.,Low,Blocked,2024-10-29
T08959,P6247,E08081,Car poor end now.,Low,Open,2025-05-24
T08960,P4072,E04156,Low dinner arrive return TV usually way.,Low,Open,2025-01-05
T08961,P8540,E08211,Its nation way wife.,Low,Completed,2025-06-13
T08962,P1090,E06562,Happen in what girl sport body.,Low,Open,2024-12-12
T08963,P8806,E05607,Need lawyer Congress economy well safe prevent.,Medium,In Progress,2025-03-12
T08964,P1174,E08019,Sport together recent agree interest weight.,High,Blocked,2025-04-30
T08965,P1571,E07337,In people simply which red arrive.,Low,Blocked,2024-11-13
T08966,P0364,E08442,Possible method husband call four store man.,Low,Completed,2025-03-05
T08967,P6430,E00779,Want build accept result today table analysis.,Low,Completed,2025-07-23
T08968,P0586,E00968,Admit interesting paper thank.,Low,Blocked,2024-10-15
T08969,P6648,E02341,House popular this main one.,High,Blocked,2024-10-31
T08970,P1574,E04114,Whom down need prepare with almost wish grow.,Medium,In Progress,2025-09-09
T08971,P0491,E09726,Rock down national one.,Low,Blocked,2024-12-26
T08972,P5115,E00680,True but career address eye.,Low,Open,2024-11-15
T08973,P1574,E07907,Someone walk miss financial I hold relationship.,High,Completed,2025-02-23
T08974,P6490,E02427,Forget throughout result reach lead fact would among.,Medium,Blocked,2025-02-07
T08975,P4123,E01051,Create interest most apply much.,High,Open,2025-08-10
T08976,P1200,E06254,Manage here investment vote.,Low,Open,2024-11-24
T08977,P0873,E05636,Tree kitchen activity sport dog between and.,Medium,In Progress,2025-08-30
T08978,P2579,E03865,Company piece less course ball.,Low,In Progress,2024-11-27
T08979,P0613,E01741,Mission edge economy inside member ok continue.,High,In Progress,2025-08-18
T08980,P5619,E05738,Upon art seem sometimes goal yard ground natural.,High,Completed,2025-03-13
T08981,P9309,E00031,Mouth door reduce series.,High,Completed,2025-08-10
T08982,P9642,E02274,White require bill dark within young.,Low,Blocked,2025-08-24
T08983,P1496,E04961,Sport care event administration hard although way talk.,Medium,In Progress,2025-05-15
T08984,P5361,E06980,Physical five necessary.,Medium,Completed,2024-12-12
T08985,P0882,E09357,Foot hope public thank.,Medium,In Progress,2025-05-28
T08986,P3268,E02652,Year personal control whole.,High,Blocked,2025-09-07
T08987,P1240,E06453,Physical seven whether three billion cover.,Low,Completed,2024-12-25
T08988,P5728,E07943,Hotel religious body level material together.,Medium,Open,2024-10-14
T08989,P1544,E01518,Send represent bad professor.,Medium,Completed,2024-09-25
T08990,P1620,E06837,Public note save similar lay.,Low,In Progress,2025-02-21
T08991,P1357,E08292,Everyone live party bill yard.,Low,Completed,2024-11-25
T08992,P8151,E08902,Argue say lawyer green land wait reveal.,Low,In Progress,2025-04-13
