campaign_id,type,target_audience,engagement_rate,date_sent
CM8243,Push Notification,"C081, C005, C059, C039, C099",0.13,2025-09-12
CM8244,SMS,"C038, C044, C058, C008, C096",0.14,2025-09-12
CM8245,Push Notification,"C021, C018, C033, C030, C091",0.29,2025-09-12
CM8246,SMS,"C098, C005, C077, C045, C077",0.32,2025-09-12
CM8247,Email,"C029, C089, C070, C029, C027",0.6,2025-09-12
CM8248,SMS,"C042, C067, C024, C036, C044",0.44,2025-09-12
CM8249,SMS,"C053, C015, C074, C075, C100",0.05,2025-09-12
CM8250,Email,"C057, C094, C072, C094, C100",0.23,2025-09-12
CM8251,SMS,"C038, C065, C081, C098, C005",0.25,2025-09-12
CM8252,Email,"C068, C018, C036, C071, C037",0.31,2025-09-12
CM8253,SMS,"C059, C042, C079, C046, C099",0.1,2025-09-12
CM8254,Email,"C056, C038, C070, C030, C087",0.11,2025-09-12
CM8255,Push Notification,"C038, C096, C029, C095, C017",0.41,2025-09-12
CM8256,Email,"C022, C097, C076, C044, C010",0.61,2025-09-12
CM8257,Push Notification,"C043, C055, C014, C083, C005",0.68,2025-09-12
CM8258,SMS,"C048, C011, C071, C029, C035",0.38,2025-09-12
CM8259,Push Notification,"C015, C058, C009, C039, C039",0.15,2025-09-12
CM8260,Email,"C064, C046, C043, C084, C099",0.56,2025-09-12
CM8261,SMS,"C084, C081, C061, C068, C094",0.15,2025-09-12
CM8262,Email,"C048, C072, C053, C060, C062",0.51,2025-09-12
CM8263,Email,"C079, C006, C082, C033, C056",0.59,2025-09-12
CM8264,Push Notification,"C019, C047, C006, C007, C009",0.48,2025-09-12
CM8265,Push Notification,"C003, C041, C072, C028, C082",0.3,2025-09-12
CM8266,Push Notification,"C029, C044, C003, C012, C046",0.25,2025-09-12
CM8267,SMS,"C058, C081, C044, C005, C091",0.18,2025-09-12
CM8268,SMS,"C036, C082, C040, C031, C028",0.06,2025-09-12
CM8269,Push Notification,"C048, C067, C067, C094, C046",0.24,2025-09-12
CM8270,Push Notification,"C072, C082, C057, C087, C092",0.45,2025-09-12
CM8271,Email,"C004, C060, C013, C061, C008",0.64,2025-09-12
CM8272,Email,"C024, C032, C055, C042, C054",0.35,2025-09-12
CM8273,Push Notification,"C076, C086, C061, C010, C047",0.61,2025-09-12
CM8274,Email,"C034, C014, C069, C017, C084",0.49,2025-09-12
CM8275,Email,"C021, C054, C014, C032, C070",0.3,2025-09-12
CM8276,Push Notification,"C091, C013, C071, C044, C090",0.11,2025-09-12
CM8277,SMS,"C090, C037, C065, C052, C009",0.29,2025-09-12
CM8278,SMS,"C097, C008, C072, C038, C007",0.38,2025-09-12
CM8279,Email,"C071, C015, C071, C007, C026",0.5,2025-09-12
CM8280,Push Notification,"C037, C043, C058, C032, C020",0.65,2025-09-12
CM8281,Email,"C021, C053, C061, C092, C033",0.7,2025-09-12
CM8282,SMS,"C074, C047, C001, C068, C038",0.45,2025-09-12
CM8283,Push Notification,"C085, C068, C064, C008, C018",0.25,2025-09-12
CM8284,Push Notification,"C088, C062, C094, C070, C063",0.69,2025-09-12
CM8285,SMS,"C077, C038, C074, C056, C055",0.49,2025-09-12
CM8286,Email,"C019, C055, C056, C065, C013",0.4,2025-09-12
CM8287,Email,"C073, C097, C036, C068, C096",0.63,2025-09-12
CM8288,SMS,"C007, C061, C046, C090, C060",0.42,2025-09-12
CM8289,Push Notification,"C021, C012, C065, C005, C025",0.26,2025-09-12
CM8290,Email,"C088, C014, C003, C064, C029",0.42,2025-09-12
CM8291,SMS,"C007, C064, C071, C020, C017",0.52,2025-09-12
CM8292,SMS,"C043, C098, C095, C057, C098",0.29,2025-09-12
CM8293,Push Notification,"C001, C091, C069, C021, C022",0.14,2025-09-12
CM8294,Email,"C081, C044, C025, C002, C019",0.56,2025-09-12
CM8295,Push Notification,"C017, C061, C020, C077, C074",0.65,2025-09-12
CM8296,Push Notification,"C056, C047, C020, C069, C084",0.57,2025-09-12
CM8297,Email,"C016, C018, C081, C024, C042",0.22,2025-09-12
CM8298,Push Notification,"C009, C009, C030, C024, C039",0.48,2025-09-12
CM8299,Push Notification,"C066, C054, C032, C032, C032",0.21,2025-09-12
CM8300,SMS,"C041, C057, C062, C018, C079",0.27,2025-09-12
CM8301,Push Notification,"C040, C085, C035, C039, C077",0.09,2025-09-12
CM8302,Email,"C007, C010, C006, C042, C100",0.15,2025-09-12
CM8303,Push Notification,"C089, C054, C026, C072, C065",0.56,2025-09-12
CM8304,SMS,"C070, C011, C083, C028, C020",0.05,2025-09-12
CM8305,Email,"C059, C065, C046, C027, C081",0.55,2025-09-12
CM8306,SMS,"C035, C081, C059, C023, C088",0.46,2025-09-12
CM8307,Email,"C063, C068, C009, C006, C060",0.09,2025-09-12
CM8308,Email,"C016, C073, C068, C065, C082",0.25,2025-09-12
CM8309,Email,"C054, C017, C065, C069, C032",0.63,2025-09-12
CM8310,Email,"C045, C093, C068, C028, C005",0.31,2025-09-12
CM8311,Push Notification,"C071, C021, C016, C007, C060",0.07,2025-09-12
CM8312,Push Notification,"C004, C077, C079, C041, C004",0.44,2025-09-12
CM8313,Push Notification,"C015, C099, C019, C014, C005",0.34,2025-09-12
CM8314,Push Notification,"C064, C099, C053, C015, C086",0.44,2025-09-12
CM8315,SMS,"C065, C045, C014, C049, C088",0.12,2025-09-12
CM8316,Email,"C014, C082, C067, C061, C020",0.31,2025-09-12
CM8317,Push Notification,"C033, C100, C048, C096, C002",0.63,2025-09-12
CM8318,Push Notification,"C016, C076, C003, C030, C038",0.06,2025-09-12
CM8319,SMS,"C081, C079, C004, C078, C059",0.12,2025-09-12
CM8320,SMS,"C074, C012, C036, C078, C073",0.23,2025-09-12
CM8321,SMS,"C071, C054, C033, C040, C086",0.42,2025-09-12
CM8322,SMS,"C001, C008, C023, C012, C069",0.54,2025-09-12
CM8323,Email,"C012, C038, C008, C012, C027",0.29,2025-09-12
CM8324,Push Notification,"C022, C097, C011, C061, C009",0.23,2025-09-12
CM8325,Email,"C082, C023, C049, C082, C069",0.24,2025-09-12
CM8326,Email,"C008, C083, C057, C045, C021",0.69,2025-09-12
CM8327,Email,"C011, C030, C097, C068, C095",0.67,2025-09-12
CM8328,SMS,"C028, C059, C010, C016, C070",0.21,2025-09-12
CM8329,Push Notification,"C070, C077, C089, C021, C064",0.51,2025-09-12
CM8330,Email,"C034, C070, C058, C086, C029",0.44,2025-09-12
CM8331,Push Notification,"C028, C091, C066, C024, C020",0.59,2025-09-12
CM8332,SMS,"C073, C033, C051, C097, C085",0.48,2025-09-12
CM8333,SMS,"C044, C059, C063, C061, C053",0.51,2025-09-12
CM8334,Push Notification,"C095, C007, C076, C063, C005",0.44,2025-09-12
CM8335,SMS,"C097, C066, C015, C055, C066",0.49,2025-09-12
CM8336,Email,"C015, C077, C012, C077, C031",0.68,2025-09-12
CM8337,Email,"C062, C061, C055, C055, C094",0.11,2025-09-12
CM8338,Push Notification,"C052, C036, C092, C050, C072",0.34,2025-09-12
CM8339,Push Notification,"C047, C053, C018, C027, C086",0.49,2025-09-12
CM8340,Email,"C071, C048, C030, C081, C069",0.11,2025-09-12
CM8341,Push Notification,"C016, C093, C055, C057, C008",0.39,2025-09-12
CM8342,Email,"C018, C031, C026, C009, C061",0.58,2025-09-12
CM8343,Email,"C075, C047, C074, C056, C066",0.18,2025-09-12
CM8344,Push Notification,"C004, C100, C083, C023, C096",0.5,2025-09-12
CM8345,Push Notification,"C032, C012, C075, C046, C009",0.06,2025-09-12
CM8346,SMS,"C086, C024, C097, C028, C068",0.29,2025-09-12
CM8347,Email,"C016, C051, C005, C028, C051",0.11,2025-09-12
CM8348,SMS,"C057, C067, C047, C048, C054",0.31,2025-09-12
CM8349,Email,"C087, C027, C050, C048, C037",0.33,2025-09-12
CM8350,Email,"C008, C045, C017, C046, C091",0.33,2025-09-12
CM8351,Push Notification,"C099, C087, C021, C037, C068",0.4,2025-09-12
CM8352,Email,"C019, C073, C065, C045, C041",0.46,2025-09-12
CM8353,Email,"C049, C017, C098, C046, C091",0.08,2025-09-12
CM8354,Email,"C026, C029, C091, C071, C046",0.08,2025-09-12
CM8355,Email,"C033, C089, C069, C085, C028",0.61,2025-09-12
CM8356,Email,"C093, C006, C051, C016, C079",0.15,2025-09-12
CM8357,Email,"C056, C044, C022, C086, C011",0.53,2025-09-12
CM8358,Email,"C080, C014, C083, C092, C099",0.65,2025-09-12
CM8359,SMS,"C020, C024, C064, C001, C030",0.65,2025-09-12
CM8360,SMS,"C006, C011, C011, C043, C067",0.05,2025-09-12
CM8361,Push Notification,"C062, C009, C009, C096, C039",0.28,2025-09-12
CM8362,Push Notification,"C083, C056, C064, C099, C066",0.57,2025-09-12
CM8363,Push Notification,"C079, C052, C066, C073, C023",0.5,2025-09-12
CM8364,Email,"C084, C029, C058, C075, C099",0.21,2025-09-12
CM8365,Push Notification,"C005, C005, C018, C019, C080",0.06,2025-09-12
CM8366,Push Notification,"C098, C060, C095, C064, C017",0.15,2025-09-12
CM8367,SMS,"C042, C021, C015, C078, C048",0.56,2025-09-12
CM8368,Push Notification,"C038, C018, C001, C059, C030",0.53,2025-09-12
CM8369,Push Notification,"C040, C049, C031, C070, C029",0.61,2025-09-12
CM8370,SMS,"C048, C071, C053, C033, C041",0.51,2025-09-12
CM8371,Email,"C080, C033, C010, C013, C013",0.42,2025-09-12
CM8372,Email,"C083, C031, C037, C046, C031",0.24,2025-09-12
CM8373,Email,"C009, C038, C018, C018, C020",0.19,2025-09-12
CM8374,Push Notification,"C072, C081, C066, C011, C003",0.66,2025-09-12
CM8375,Push Notification,"C047, C074, C074, C074, C074",0.67,2025-09-12
CM8376,Email,"C055, C057, C002, C030, C095",0.66,2025-09-12
CM8377,Email,"C087, C085, C029, C037, C050",0.55,2025-09-12
CM8378,Email,"C007, C068, C006, C095, C089",0.63,2025-09-12
CM8379,SMS,"C021, C016, C050, C056, C090",0.59,2025-09-12
CM8380,SMS,"C068, C063, C086, C091, C017",0.46,2025-09-12
CM8381,Push Notification,"C064, C009, C073, C094, C088",0.33,2025-09-12
CM8382,SMS,"C070, C004, C060, C063, C007",0.33,2025-09-12
CM8383,SMS,"C028, C076, C082, C090, C031",0.2,2025-09-12
CM8384,SMS,"C057, C019, C034, C008, C069",0.35,2025-09-12
CM8385,Email,"C014, C014, C025, C078, C006",0.63,2025-09-12
CM8386,Push Notification,"C027, C099, C060, C079, C048",0.41,2025-09-12
CM8387,Push Notification,"C011, C067, C082, C027, C037",0.65,2025-09-12
CM8388,Email,"C062, C055, C002, C062, C012",0.52,2025-09-12
CM8389,Email,"C084, C027, C024, C041, C054",0.64,2025-09-12
CM8390,SMS,"C090, C087, C030, C009, C014",0.34,2025-09-12
CM8391,Push Notification,"C045, C090, C095, C032, C045",0.57,2025-09-12
CM8392,SMS,"C088, C053, C063, C059, C061",0.42,2025-09-12
CM8393,SMS,"C066, C007, C058, C032, C034",0.7,2025-09-12
CM8394,Email,"C047, C076, C020, C088, C010",0.3,2025-09-12
CM8395,Email,"C098, C034, C045, C094, C089",0.48,2025-09-12
CM8396,Push Notification,"C063, C023, C061, C017, C089",0.25,2025-09-12
CM8397,Email,"C027, C035, C097, C049, C066",0.18,2025-09-12
CM8398,SMS,"C002, C063, C037, C059, C066",0.19,2025-09-12
CM8399,SMS,"C081, C081, C066, C060, C043",0.38,2025-09-12
CM8400,Email,"C041, C037, C069, C073, C055",0.68,2025-09-12
CM8401,Email,"C069, C007, C081, C093, C054",0.3,2025-09-12
CM8402,SMS,"C003, C021, C022, C096, C062",0.53,2025-09-12
CM8403,Push Notification,"C001, C054, C097, C043, C037",0.48,2025-09-12
CM8404,Email,"C013, C004, C075, C028, C045",0.42,2025-09-12
CM8405,Push Notification,"C034, C065, C087, C013, C090",0.66,2025-09-12
CM8406,Push Notification,"C021, C079, C057, C082, C096",0.18,2025-09-12
CM8407,SMS,"C083, C040, C007, C080, C099",0.44,2025-09-12
CM8408,Push Notification,"C044, C052, C046, C056, C066",0.48,2025-09-12
CM8409,Push Notification,"C065, C017, C023, C023, C017",0.38,2025-09-12
CM8410,Email,"C093, C082, C028, C038, C089",0.11,2025-09-12
CM8411,Push Notification,"C092, C009, C037, C046, C059",0.56,2025-09-12
CM8412,Push Notification,"C053, C037, C030, C047, C027",0.67,2025-09-12
CM8413,Push Notification,"C078, C035, C031, C064, C100",0.55,2025-09-12
CM8414,Email,"C031, C079, C045, C085, C070",0.57,2025-09-12
CM8415,Email,"C041, C052, C023, C033, C070",0.67,2025-09-12
CM8416,Push Notification,"C032, C060, C059, C052, C010",0.38,2025-09-12
CM8417,Email,"C051, C071, C068, C046, C074",0.24,2025-09-12
CM8418,Push Notification,"C034, C049, C065, C006, C054",0.2,2025-09-12
CM8419,SMS,"C001, C056, C009, C082, C087",0.65,2025-09-12
CM8420,Email,"C072, C079, C076, C092, C042",0.3,2025-09-12
CM8421,Push Notification,"C046, C057, C099, C034, C029",0.37,2025-09-12
CM8422,SMS,"C012, C058, C039, C025, C079",0.56,2025-09-12
CM8423,Email,"C059, C041, C093, C095, C038",0.63,2025-09-12
CM8424,SMS,"C004, C031, C049, C074, C027",0.37,2025-09-12
CM8425,SMS,"C098, C054, C030, C045, C021",0.43,2025-09-12
CM8426,Push Notification,"C059, C019, C031, C046, C045",0.34,2025-09-12
CM8427,Email,"C018, C061, C077, C094, C028",0.36,2025-09-12
CM8428,SMS,"C069, C093, C087, C007, C064",0.23,2025-09-12
CM8429,Email,"C084, C077, C031, C071, C024",0.22,2025-09-12
CM8430,Email,"C058, C069, C097, C038, C083",0.29,2025-09-12
CM8431,Push Notification,"C099, C078, C055, C043, C034",0.56,2025-09-12
CM8432,SMS,"C022, C085, C071, C025, C083",0.39,2025-09-12
CM8433,SMS,"C060, C013, C026, C062, C085",0.43,2025-09-12
CM8434,SMS,"C098, C016, C044, C089, C021",0.13,2025-09-12
CM8435,Email,"C050, C063, C050, C100, C002",0.3,2025-09-12
CM8436,SMS,"C041, C067, C018, C062, C004",0.05,2025-09-12
CM8437,SMS,"C059, C049, C039, C076, C067",0.27,2025-09-12
CM8438,Push Notification,"C031, C042, C023, C006, C024",0.28,2025-09-12
CM8439,Email,"C033, C022, C087, C047, C008",0.3,2025-09-12
CM8440,SMS,"C005, C016, C046, C073, C039",0.67,2025-09-12
CM8441,SMS,"C029, C006, C094, C026, C067",0.58,2025-09-12
CM8442,SMS,"C087, C038, C006, C089, C068",0.63,2025-09-12
CM8443,Push Notification,"C042, C047, C014, C065, C017",0.26,2025-09-12
CM8444,SMS,"C018, C055, C038, C065, C064",0.52,2025-09-12
CM8445,Push Notification,"C099, C044, C067, C018, C013",0.59,2025-09-12
CM8446,SMS,"C032, C032, C015, C021, C023",0.29,2025-09-12
CM8447,Email,"C026, C096, C028, C031, C076",0.52,2025-09-12
CM8448,Push Notification,"C079, C095, C059, C085, C081",0.4,2025-09-12
CM8449,SMS,"C087, C058, C009, C007, C041",0.51,2025-09-12
CM8450,SMS,"C076, C067, C095, C063, C082",0.31,2025-09-12
CM8451,Push Notification,"C085, C078, C092, C049, C020",0.14,2025-09-12
CM8452,Email,"C024, C027, C064, C013, C042",0.59,2025-09-12
CM8453,Push Notification,"C087, C021, C041, C043, C092",0.51,2025-09-12
CM8454,Push Notification,"C082, C010, C009, C057, C010",0.48,2025-09-12
CM8455,SMS,"C097, C078, C091, C059, C067",0.14,2025-09-12
CM8456,Push Notification,"C016, C025, C076, C084, C028",0.1,2025-09-12
CM8457,Push Notification,"C032, C071, C052, C025, C085",0.2,2025-09-12
CM8458,SMS,"C020, C056, C003, C029, C039",0.21,2025-09-12
CM8459,SMS,"C005, C033, C007, C072, C016",0.5,2025-09-12
CM8460,SMS,"C047, C037, C085, C091, C042",0.65,2025-09-12
CM8461,SMS,"C063, C002, C013, C100, C040",0.14,2025-09-12
CM8462,SMS,"C005, C077, C098, C018, C054",0.3,2025-09-12
CM8463,Email,"C067, C097, C078, C036, C091",0.38,2025-09-12
CM8464,Push Notification,"C015, C023, C081, C007, C061",0.44,2025-09-12
CM8465,Push Notification,"C099, C072, C036, C044, C034",0.3,2025-09-12
CM8466,SMS,"C031, C024, C082, C040, C014",0.68,2025-09-12
CM8467,Email,"C052, C045, C030, C045, C015",0.5,2025-09-12
CM8468,Push Notification,"C054, C072, C049, C092, C048",0.08,2025-09-12
CM8469,Push Notification,"C079, C037, C089, C046, C038",0.24,2025-09-12
CM8470,Push Notification,"C095, C003, C009, C094, C017",0.06,2025-09-12
CM8471,Email,"C064, C032, C096, C004, C019",0.39,2025-09-12
CM8472,Email,"C085, C056, C100, C022, C064",0.6,2025-09-12
CM8473,Push Notification,"C094, C096, C020, C025, C042",0.66,2025-09-12
CM8474,Push Notification,"C026, C071, C013, C045, C021",0.09,2025-09-12
CM8475,SMS,"C042, C043, C044, C002, C070",0.11,2025-09-12
CM8476,Push Notification,"C088, C069, C001, C045, C006",0.48,2025-09-12
CM8477,Email,"C094, C073, C062, C007, C091",0.13,2025-09-12
CM8478,Push Notification,"C045, C017, C037, C040, C004",0.45,2025-09-12
CM8479,Push Notification,"C042, C079, C034, C076, C095",0.7,2025-09-12
CM8480,Email,"C072, C018, C061, C028, C094",0.32,2025-09-12
CM8481,SMS,"C092, C061, C091, C092, C053",0.58,2025-09-12
CM8482,Email,"C042, C036, C063, C082, C092",0.1,2025-09-12
CM8483,SMS,"C087, C015, C003, C099, C012",0.57,2025-09-12
CM8484,Push Notification,"C065, C068, C059, C071, C037",0.29,2025-09-12
CM8485,Email,"C075, C082, C019, C090, C090",0.31,2025-09-12
CM8486,SMS,"C091, C076, C036, C084, C075",0.06,2025-09-12
CM8487,SMS,"C053, C022, C039, C004, C046",0.2,2025-09-12
CM8488,SMS,"C085, C048, C008, C026, C074",0.39,2025-09-12
CM8489,Email,"C035, C010, C076, C076, C063",0.59,2025-09-12
CM8490,Email,"C096, C017, C043, C090, C100",0.65,2025-09-12
CM8491,Push Notification,"C066, C067, C003, C018, C007",0.44,2025-09-12
CM8492,SMS,"C074, C073, C089, C065, C083",0.3,2025-09-12
CM8493,Email,"C053, C021, C034, C093, C089",0.27,2025-09-12
CM8494,Email,"C062, C002, C080, C040, C011",0.41,2025-09-12
CM8495,SMS,"C030, C029, C045, C078, C054",0.53,2025-09-12
CM8496,Push Notification,"C087, C015, C083, C057, C039",0.3,2025-09-12
CM8497,SMS,"C052, C031, C026, C057, C087",0.58,2025-09-12
CM8498,SMS,"C070, C001, C024, C043, C012",0.25,2025-09-12
CM8499,Email,"C097, C062, C055, C032, C063",0.09,2025-09-12
CM8500,Email,"C070, C042, C046, C100, C005",0.31,2025-09-12
CM8501,SMS,"C022, C023, C086, C073, C063",0.44,2025-09-12
CM8502,SMS,"C066, C093, C052, C038, C016",0.2,2025-09-12
CM8503,Push Notification,"C056, C074, C053, C012, C060",0.47,2025-09-12
CM8504,Email,"C038, C080, C100, C075, C024",0.52,2025-09-12
CM8505,SMS,"C084, C028, C009, C076, C026",0.21,2025-09-12
CM8506,Push Notification,"C059, C041, C017, C055, C096",0.64,2025-09-12
CM8507,Email,"C003, C099, C042, C006, C100",0.53,2025-09-12
CM8508,Email,"C051, C046, C082, C089, C040",0.39,2025-09-12
CM8509,Push Notification,"C076, C042, C049, C071, C009",0.29,2025-09-12
CM8510,Email,"C001, C070, C088, C045, C017",0.09,2025-09-12
CM8511,SMS,"C072, C027, C022, C078, C047",0.62,2025-09-12
CM8512,Push Notification,"C061, C044, C072, C067, C019",0.34,2025-09-12
CM8513,SMS,"C086, C073, C032, C042, C046",0.26,2025-09-12
CM8514,Push Notification,"C075, C002, C089, C066, C045",0.66,2025-09-12
CM8515,SMS,"C089, C027, C019, C091, C055",0.46,2025-09-12
CM8516,Push Notification,"C097, C029, C044, C008, C006",0.08,2025-09-12
CM8517,Push Notification,"C083, C001, C040, C047, C085",0.13,2025-09-12
CM8518,Email,"C036, C046, C100, C031, C069",0.65,2025-09-12
CM8519,Push Notification,"C090, C023, C099, C018, C010",0.14,2025-09-12
CM8520,SMS,"C025, C094, C082, C021, C030",0.09,2025-09-12
CM8521,Push Notification,"C063, C026, C070, C079, C100",0.46,2025-09-12
CM8522,Email,"C019, C090, C084, C047, C027",0.56,2025-09-12
CM8523,SMS,"C031, C025, C060, C023, C098",0.61,2025-09-12
CM8524,Push Notification,"C063, C008, C028, C064, C029",0.6,2025-09-12
CM8525,Push Notification,"C047, C030, C071, C006, C043",0.11,2025-09-12
CM8526,SMS,"C002, C060, C070, C037, C015",0.58,2025-09-12
CM8527,Push Notification,"C026, C035, C018, C014, C075",0.12,2025-09-12
CM8528,Push Notification,"C053, C088, C065, C084, C019",0.36,2025-09-12
CM8529,Push Notification,"C060, C002, C060, C067, C071",0.12,2025-09-12
CM8530,SMS,"C063, C040, C098, C052, C091",0.19,2025-09-12
CM8531,Push Notification,"C098, C075, C023, C075, C057",0.65,2025-09-12
CM8532,SMS,"C009, C074, C089, C008, C042",0.33,2025-09-12
CM8533,SMS,"C001, C049, C053, C016, C008",0.5,2025-09-12
CM8534,Push Notification,"C022, C069, C015, C053, C097",0.33,2025-09-12
CM8535,Push Notification,"C100, C057, C051, C036, C073",0.66,2025-09-12
CM8536,SMS,"C069, C022, C031, C036, C037",0.5,2025-09-12
CM8537,SMS,"C086, C062, C054, C074, C011",0.36,2025-09-12
CM8538,SMS,"C057, C053, C015, C037, C077",0.67,2025-09-12
CM8539,SMS,"C035, C037, C073, C088, C029",0.43,2025-09-12
CM8540,Email,"C014, C084, C100, C078, C006",0.59,2025-09-12
CM8541,Push Notification,"C088, C038, C049, C067, C032",0.18,2025-09-12
CM8542,SMS,"C038, C058, C082, C049, C047",0.15,2025-09-12
CM8543,Email,"C023, C059, C038, C100, C074",0.68,2025-09-12
CM8544,Push Notification,"C078, C005, C081, C082, C063",0.65,2025-09-12
CM8545,SMS,"C022, C033, C074, C015, C037",0.21,2025-09-12
CM8546,Email,"C084, C006, C057, C078, C026",0.67,2025-09-12
CM8547,Email,"C026, C067, C013, C012, C024",0.09,2025-09-12
CM8548,SMS,"C065, C042, C039, C049, C089",0.24,2025-09-12
CM8549,Push Notification,"C071, C094, C011, C047, C018",0.12,2025-09-12
CM8550,SMS,"C052, C055, C051, C034, C044",0.31,2025-09-12
CM8551,SMS,"C037, C008, C078, C050, C002",0.05,2025-09-12
CM8552,Email,"C071, C067, C097, C071, C034",0.12,2025-09-12
CM8553,SMS,"C075, C033, C025, C031, C092",0.4,2025-09-12
CM8554,SMS,"C100, C082, C075, C082, C095",0.53,2025-09-12
CM8555,Email,"C054, C035, C068, C100, C066",0.65,2025-09-12
CM8556,Push Notification,"C082, C006, C055, C004, C026",0.29,2025-09-12
CM8557,Push Notification,"C092, C073, C041, C049, C022",0.08,2025-09-12
CM8558,Email,"C090, C051, C029, C011, C058",0.46,2025-09-12
CM8559,Push Notification,"C047, C049, C091, C011, C087",0.19,2025-09-12
CM8560,Push Notification,"C064, C075, C049, C077, C042",0.64,2025-09-12
CM8561,SMS,"C056, C061, C022, C087, C057",0.55,2025-09-12
CM8562,SMS,"C055, C056, C025, C035, C076",0.49,2025-09-12
CM8563,SMS,"C050, C018, C058, C050, C016",0.55,2025-09-12
CM8564,SMS,"C027, C068, C030, C003, C052",0.14,2025-09-12
CM8565,Email,"C011, C078, C044, C074, C012",0.24,2025-09-12
CM8566,Push Notification,"C027, C026, C044, C027, C088",0.62,2025-09-12
CM8567,SMS,"C016, C054, C008, C007, C091",0.68,2025-09-12
CM8568,Push Notification,"C065, C032, C018, C007, C039",0.68,2025-09-12
CM8569,Push Notification,"C016, C052, C058, C088, C076",0.11,2025-09-12
CM8570,SMS,"C046, C033, C031, C084, C007",0.08,2025-09-12
