asset_id,type,topic,engagement_score
M8717,Video,Event,0.73
M8718,Video,Network,0.02
M8719,Audio,Offer,0.12
M8720,Image,Offer,0.89
M8721,Image,Event,0.12
M8722,Audio,Offer,0.91
M8723,Image,Customer Service,0.85
M8724,Video,Customer Service,0.52
M8725,Video,Customer Service,0.36
M8726,Video,Network,0.32
M8727,Video,Customer Service,0.31
M8728,Image,Network,0.1
M8729,Image,Customer Service,0.73
M8730,Audio,Offer,0.12
M8731,Image,Customer Service,0.05
M8732,Image,Offer,0.47
M8733,Audio,Event,0.98
M8734,Audio,Offer,0.5
M8735,Video,Offer,0.65
M8736,Video,Network,0.88
M8737,Audio,Offer,0.34
M8738,Image,Offer,0.36
M8739,Image,Offer,0.84
M8740,Image,Customer Service,0.71
M8741,Video,Network,0.39
M8742,Audio,Offer,0.47
M8743,Video,Network,0.37
M8744,Audio,Network,0.81
M8745,Audio,Event,0.77
M8746,Video,Network,0.37
M8747,Video,Offer,0.75
M8748,Video,Network,0.2
M8749,Audio,Offer,0.95
M8750,Image,Network,0.02
M8751,Image,Offer,0.8
M8752,Audio,Network,0.29
M8753,Audio,Network,0.25
M8754,Audio,Event,0.86
M8755,Image,Offer,0.89
M8756,Video,Offer,0.03
M8757,Image,Network,0.92
M8758,Image,Offer,0.0
M8759,Audio,Customer Service,0.25
M8760,Image,Customer Service,0.86
M8761,Video,Event,0.81
M8762,Image,Offer,0.48
M8763,Image,Event,0.45
M8764,Audio,Event,0.6
M8765,Video,Event,0.86
M8766,Video,Event,0.44
M8767,Image,Event,0.73
M8768,Image,Offer,0.15
M8769,Video,Offer,0.18
M8770,Audio,Network,0.13
M8771,Audio,Network,0.75
M8772,Video,Event,0.92
M8773,Video,Network,0.91
M8774,Image,Network,0.18
M8775,Audio,Event,0.48
M8776,Audio,Network,0.64
M8777,Audio,Offer,0.28
M8778,Video,Offer,0.5
M8779,Audio,Customer Service,0.36
M8780,Video,Event,0.59
M8781,Image,Customer Service,0.08
M8782,Image,Network,0.67
M8783,Audio,Offer,0.02
M8784,Image,Network,0.1
M8785,Audio,Event,0.04
M8786,Video,Offer,0.4
M8787,Image,Customer Service,0.45
M8788,Image,Customer Service,0.79
M8789,Audio,Network,0.31
M8790,Video,Network,0.87
M8791,Audio,Customer Service,0.93
M8792,Image,Network,0.69
M8793,Audio,Offer,0.14
M8794,Video,Offer,0.87
M8795,Video,Offer,0.37
M8796,Audio,Customer Service,0.66
M8797,Audio,Customer Service,0.66
M8798,Video,Customer Service,0.7
M8799,Video,Customer Service,0.98
M8800,Audio,Customer Service,0.01
M8801,Image,Offer,0.23
M8802,Audio,Network,0.45
M8803,Video,Network,0.75
M8804,Video,Offer,0.5
M8805,Image,Event,0.17
M8806,Audio,Offer,0.8
M8807,Video,Event,0.91
M8808,Image,Event,0.88
M8809,Image,Offer,0.72
M8810,Video,Network,0.87
M8811,Video,Customer Service,0.87
M8812,Image,Network,0.26
M8813,Audio,Network,0.24
M8814,Image,Event,0.3
M8815,Audio,Customer Service,0.84
M8816,Video,Customer Service,0.76
M8817,Image,Customer Service,0.44
M8818,Audio,Customer Service,0.82
M8819,Audio,Event,0.24
M8820,Video,Event,0.78
M8821,Audio,Event,0.63
M8822,Video,Offer,0.22
M8823,Video,Offer,0.31
M8824,Image,Customer Service,0.63
M8825,Image,Event,0.59
M8826,Audio,Event,0.07
M8827,Audio,Event,0.62
M8828,Video,Event,0.46
M8829,Video,Offer,0.45
M8830,Audio,Event,0.69
M8831,Image,Customer Service,0.18
M8832,Image,Event,0.26
M8833,Audio,Network,0.09
M8834,Audio,Offer,0.79
M8835,Image,Customer Service,0.93
M8836,Audio,Offer,0.39
M8837,Image,Offer,0.94
M8838,Audio,Event,0.23
M8839,Image,Customer Service,0.42
M8840,Audio,Offer,0.52
M8841,Video,Event,0.55
M8842,Image,Event,0.77
M8843,Audio,Offer,0.01
M8844,Audio,Customer Service,0.22
M8845,Video,Offer,0.5
M8846,Audio,Offer,0.15
M8847,Image,Event,0.15
M8848,Audio,Offer,0.06
M8849,Video,Customer Service,0.12
M8850,Image,Event,0.2
M8851,Video,Event,0.72
M8852,Image,Event,0.09
M8853,Image,Network,0.3
M8854,Video,Offer,0.01
M8855,Video,Event,0.37
M8856,Image,Event,0.62
M8857,Audio,Customer Service,0.39
M8858,Audio,Event,0.73
M8859,Audio,Network,0.94
M8860,Audio,Event,0.72
M8861,Audio,Offer,0.06
M8862,Video,Event,0.79
M8863,Audio,Event,0.07
M8864,Image,Customer Service,0.85
M8865,Image,Event,0.42
M8866,Audio,Event,0.84
M8867,Audio,Customer Service,0.13
M8868,Audio,Customer Service,0.34
M8869,Image,Event,0.47
M8870,Audio,Customer Service,0.59
M8871,Video,Event,0.72
M8872,Audio,Offer,0.99
M8873,Video,Offer,0.04
M8874,Audio,Offer,0.55
M8875,Image,Customer Service,0.39
M8876,Audio,Offer,0.04
M8877,Video,Network,0.71
M8878,Video,Offer,0.56
M8879,Video,Offer,0.32
M8880,Image,Network,0.66
M8881,Audio,Event,0.67
M8882,Image,Event,0.09
M8883,Video,Event,0.49
M8884,Audio,Event,0.55
M8885,Image,Offer,0.89
M8886,Video,Customer Service,0.8
M8887,Image,Customer Service,0.39
M8888,Audio,Network,0.21
M8889,Video,Event,0.21
M8890,Audio,Customer Service,0.22
M8891,Image,Customer Service,0.51
M8892,Video,Offer,0.31
M8893,Video,Offer,0.91
M8894,Video,Network,0.91
M8895,Video,Event,0.7
M8896,Image,Event,0.86
M8897,Image,Offer,0.04
M8898,Audio,Offer,0.01
M8899,Video,Event,0.87
M8900,Audio,Event,0.18
M8901,Image,Network,0.04
M8902,Audio,Customer Service,0.41
M8903,Image,Offer,0.21
M8904,Video,Customer Service,0.31
M8905,Image,Offer,0.99
M8906,Audio,Network,0.77
M8907,Image,Network,0.2
M8908,Video,Event,0.21
M8909,Image,Event,0.06
M8910,Video,Offer,0.9
M8911,Audio,Offer,0.99
M8912,Audio,Customer Service,0.43
M8913,Audio,Customer Service,0.52
M8914,Audio,Network,0.91
M8915,Audio,Network,0.45
M8916,Video,Offer,0.29
M8917,Video,Offer,0.41
M8918,Audio,Event,0.1
M8919,Video,Event,0.88
M8920,Audio,Offer,0.65
M8921,Video,Offer,0.83
M8922,Video,Event,0.53
M8923,Image,Offer,0.93
M8924,Video,Offer,0.91
M8925,Audio,Event,0.62
M8926,Image,Offer,0.53
M8927,Video,Offer,0.05
M8928,Video,Customer Service,0.07
M8929,Video,Event,0.11
M8930,Video,Network,0.79
M8931,Image,Event,0.52
M8932,Image,Offer,0.53
M8933,Video,Customer Service,0.56
M8934,Audio,Network,0.57
M8935,Audio,Event,0.82
M8936,Image,Network,0.88
M8937,Audio,Network,0.12
M8938,Audio,Offer,0.62
M8939,Video,Offer,0.03
M8940,Video,Network,0.05
M8941,Audio,Network,0.52
M8942,Video,Customer Service,0.78
M8943,Video,Customer Service,0.16
M8944,Audio,Event,0.09
M8945,Video,Customer Service,0.29
M8946,Video,Network,0.42
M8947,Audio,Event,0.44
M8948,Image,Offer,0.17
M8949,Audio,Network,0.15
M8950,Image,Customer Service,0.54
M8951,Audio,Event,0.29
M8952,Audio,Customer Service,0.97
M8953,Audio,Network,0.44
M8954,Image,Network,0.91
M8955,Audio,Network,0.24
M8956,Audio,Network,0.9
M8957,Video,Network,0.13
M8958,Image,Event,0.15
M8959,Image,Offer,0.09
M8960,Video,Network,0.0
M8961,Image,Customer Service,0.32
M8962,Video,Customer Service,0.15
M8963,Video,Customer Service,0.41
M8964,Video,Network,0.03
M8965,Image,Customer Service,0.74
M8966,Audio,Event,0.67
M8967,Image,Network,0.73
M8968,Audio,Network,0.9
M8969,Video,Network,0.1
M8970,Audio,Offer,0.06
M8971,Audio,Network,0.19
M8972,Image,Event,0.36
M8973,Video,Customer Service,0.73
M8974,Audio,Event,0.22
M8975,Image,Network,0.73
M8976,Image,Offer,0.21
M8977,Video,Network,0.66
M8978,Image,Offer,0.13
M8979,Image,Event,0.42
M8980,Video,Network,0.17
M8981,Audio,Network,0.82
M8982,Audio,Network,0.41
M8983,Image,Network,0.88
M8984,Video,Event,0.13
M8985,Image,Network,0.61
M8986,Video,Customer Service,0.3
M8987,Audio,Event,0.52
M8988,Video,Offer,0.85
M8989,Audio,Customer Service,0.57
M8990,Video,Event,0.33
M8991,Video,Network,0.88
M8992,Image,Offer,0.75
M8993,Video,Event,0.81
M8994,Image,Network,0.45
M8995,Audio,Offer,0.85
M8996,Image,Offer,0.43
M8997,Audio,Offer,0.3
M8998,Image,Network,0.2
M8999,Video,Event,0.63
M9000,Image,Offer,0.31
M9001,Video,Customer Service,0.65
M9002,Video,Event,0.91
M9003,Video,Offer,0.5
M9004,Image,Customer Service,0.5
M9005,Image,Network,0.03
M9006,Image,Event,0.24
M9007,Audio,Offer,0.86
M9008,Audio,Offer,0.55
M9009,Audio,Offer,0.15
M9010,Image,Network,0.49
M9011,Audio,Event,0.62
M9012,Image,Network,0.13
M9013,Video,Customer Service,0.96
M9014,Image,Event,0.72
M9015,Video,Customer Service,0.63
M9016,Image,Event,0.09
M9017,Audio,Network,0.56
M9018,Video,Customer Service,0.69
M9019,Video,Event,0.64
M9020,Video,Event,0.46
M9021,Image,Network,0.32
M9022,Video,Event,0.56
M9023,Image,Event,0.71
M9024,Audio,Network,0.92
M9025,Audio,Network,0.43
M9026,Audio,Offer,0.69
M9027,Video,Event,0.83
M9028,Audio,Offer,0.39
M9029,Video,Offer,0.94
M9030,Image,Customer Service,0.5
M9031,Audio,Network,0.94
M9032,Audio,Event,0.97
M9033,Image,Customer Service,0.51
M9034,Image,Event,0.08
M9035,Audio,Event,0.42
M9036,Image,Customer Service,0.1
M9037,Image,Customer Service,0.26
M9038,Image,Event,0.18
M9039,Image,Network,0.12
M9040,Audio,Customer Service,0.15
M9041,Video,Customer Service,0.84
M9042,Image,Customer Service,0.21
M9043,Audio,Customer Service,0.41
M9044,Image,Network,0.82
M9045,Image,Customer Service,0.33
M9046,Video,Offer,0.66
M9047,Audio,Network,0.44
M9048,Image,Customer Service,0.97
M9049,Image,Network,0.19
M9050,Audio,Customer Service,0.02
M9051,Video,Network,0.52
M9052,Audio,Customer Service,0.28
M9053,Audio,Network,0.01
M9054,Audio,Event,0.69
M9055,Audio,Network,0.83
M9056,Video,Offer,0.24
M9057,Image,Network,0.93
M9058,Video,Network,0.64
M9059,Image,Event,0.72
M9060,Audio,Customer Service,0.99
M9061,Audio,Event,0.78
M9062,Image,Customer Service,0.75
M9063,Image,Event,0.49
M9064,Audio,Event,0.76
M9065,Audio,Offer,0.57
M9066,Audio,Network,0.53
M9067,Video,Event,0.39
M9068,Audio,Customer Service,0.09
M9069,Video,Offer,0.89
M9070,Image,Event,0.22
M9071,Video,Customer Service,0.7
M9072,Image,Customer Service,0.9
M9073,Audio,Offer,0.27
M9074,Audio,Event,0.57
M9075,Video,Customer Service,0.92
M9076,Video,Network,0.32
M9077,Audio,Event,0.06
M9078,Image,Offer,0.41
M9079,Image,Event,0.84
M9080,Image,Network,0.87
M9081,Image,Network,0.43
M9082,Audio,Event,0.8
M9083,Video,Customer Service,0.05
M9084,Image,Event,0.02
M9085,Video,Customer Service,0.59
M9086,Image,Event,0.79
M9087,Video,Customer Service,0.38
M9088,Video,Event,0.56
M9089,Image,Event,0.03
M9090,Video,Offer,0.42
M9091,Video,Event,0.44
M9092,Image,Customer Service,0.19
M9093,Video,Customer Service,0.76
M9094,Video,Customer Service,0.33
M9095,Image,Event,0.01
M9096,Image,Customer Service,0.38
M9097,Image,Event,0.5
M9098,Video,Offer,1.0
M9099,Video,Offer,0.3
M9100,Audio,Offer,0.84
M9101,Image,Event,0.52
M9102,Audio,Offer,0.11
M9103,Image,Network,0.53
M9104,Video,Customer Service,0.44
M9105,Audio,Event,0.37
M9106,Image,Event,0.45
M9107,Audio,Network,0.64
M9108,Image,Offer,0.74
M9109,Video,Customer Service,0.17
M9110,Image,Offer,0.78
M9111,Audio,Event,0.12
M9112,Video,Event,0.55
M9113,Image,Customer Service,0.88
M9114,Image,Network,0.92
M9115,Image,Offer,0.17
M9116,Video,Offer,0.41
M9117,Audio,Offer,0.1
M9118,Video,Offer,0.98
M9119,Image,Network,0.39
M9120,Video,Event,0.21
M9121,Audio,Network,0.75
M9122,Video,Network,0.7
M9123,Video,Network,0.12
M9124,Audio,Network,0.36
M9125,Video,Event,0.33
M9126,Audio,Customer Service,0.34
M9127,Image,Customer Service,0.62
M9128,Image,Network,0.23
M9129,Image,Offer,0.56
M9130,Image,Customer Service,0.75
M9131,Image,Network,0.71
M9132,Video,Network,0.25
M9133,Image,Offer,0.54
M9134,Audio,Event,0.9
M9135,Video,Customer Service,0.85
M9136,Audio,Network,0.53
M9137,Image,Event,0.21
M9138,Image,Event,0.75
M9139,Video,Event,0.04
M9140,Image,Event,0.63
M9141,Image,Offer,0.62
M9142,Video,Customer Service,0.87
M9143,Video,Offer,1.0
M9144,Audio,Offer,0.59
M9145,Video,Network,0.52
M9146,Image,Customer Service,0.53
M9147,Image,Customer Service,0.69
M9148,Video,Network,0.82
M9149,Audio,Network,0.36
M9150,Video,Offer,0.21
M9151,Image,Network,0.1
M9152,Audio,Network,0.53
M9153,Video,Network,0.12
M9154,Audio,Network,0.55
M9155,Image,Offer,0.67
M9156,Video,Network,0.76
M9157,Audio,Offer,0.88
M9158,Audio,Event,0.52
M9159,Video,Offer,0.52
M9160,Video,Offer,0.73
M9161,Audio,Network,0.93
M9162,Audio,Network,0.96
M9163,Image,Event,0.55
M9164,Image,Customer Service,0.36
M9165,Video,Event,0.8
M9166,Video,Customer Service,0.94
M9167,Audio,Event,0.72
M9168,Video,Offer,0.54
M9169,Video,Network,0.81
M9170,Video,Customer Service,0.18
M9171,Audio,Event,0.17
M9172,Audio,Customer Service,0.6
M9173,Audio,Customer Service,0.33
M9174,Video,Customer Service,0.18
M9175,Image,Network,0.37
M9176,Video,Event,0.48
M9177,Image,Network,0.63
M9178,Image,Offer,0.22
M9179,Video,Event,0.49
M9180,Video,Customer Service,0.47
M9181,Image,Event,0.43
M9182,Image,Event,0.3
M9183,Audio,Offer,0.24
M9184,Image,Network,0.48
M9185,Video,Customer Service,0.53
M9186,Audio,Network,0.0
M9187,Video,Customer Service,0.13
M9188,Video,Offer,0.9
M9189,Image,Network,0.08
M9190,Image,Network,0.48
M9191,Image,Network,0.75
M9192,Video,Customer Service,0.66
M9193,Image,Customer Service,0.75
M9194,Image,Event,0.19
M9195,Image,Event,0.31
M9196,Image,Offer,0.44
M9197,Video,Customer Service,0.79
M9198,Image,Customer Service,0.29
M9199,Video,Network,0.1
M9200,Image,Customer Service,0.44
M9201,Image,Network,0.24
M9202,Audio,Offer,0.42
M9203,Audio,Event,0.87
M9204,Image,Offer,0.22
M9205,Audio,Network,0.18
M9206,Image,Customer Service,0.85
M9207,Video,Event,0.32
M9208,Image,Offer,0.09
M9209,Image,Network,0.97
M9210,Image,Offer,0.19
M9211,Image,Network,0.95
M9212,Video,Event,0.91
M9213,Video,Event,0.62
M9214,Video,Network,0.89
M9215,Image,Offer,0.1
M9216,Audio,Network,0.94
M9217,Video,Event,0.63
M9218,Audio,Event,0.78
M9219,Image,Event,0.16
M9220,Video,Offer,0.3
M9221,Audio,Event,0.44
M9222,Image,Event,0.11
M9223,Image,Event,0.28
M9224,Video,Network,0.85
M9225,Image,Offer,0.49
M9226,Audio,Network,0.23
M9227,Image,Event,0.58
M9228,Audio,Offer,0.78
M9229,Image,Offer,0.73
M9230,Image,Offer,0.28
M9231,Audio,Customer Service,0.48
M9232,Video,Offer,0.0
M9233,Video,Network,0.58
M9234,Audio,Network,0.41
M9235,Image,Offer,0.43
M9236,Video,Network,0.28
M9237,Audio,Event,0.86
M9238,Image,Customer Service,0.67
M9239,Audio,Customer Service,0.47
M9240,Video,Customer Service,0.18
M9241,Video,Customer Service,0.32
M9242,Video,Event,0.5
M9243,Image,Network,0.37
M9244,Image,Event,0.2
M9245,Audio,Customer Service,0.99
M9246,Audio,Offer,0.9
M9247,Video,Customer Service,0.54
M9248,Video,Network,0.83
M9249,Video,Offer,0.98
M9250,Audio,Network,0.94
M9251,Video,Network,0.94
M9252,Image,Event,0.9
M9253,Image,Offer,0.88
M9254,Video,Network,0.31
M9255,Image,Customer Service,1.0
M9256,Video,Offer,0.19
M9257,Video,Offer,0.63
M9258,Audio,Event,0.61
M9259,Image,Event,0.93
M9260,Audio,Customer Service,0.59
M9261,Video,Offer,0.03
M9262,Image,Event,0.5
M9263,Video,Event,0.74
M9264,Image,Event,0.48
M9265,Audio,Customer Service,0.13
M9266,Audio,Customer Service,0.98
M9267,Audio,Offer,1.0
M9268,Audio,Network,0.01
M9269,Audio,Network,0.82
M9270,Audio,Network,0.27
M9271,Video,Offer,0.2
M9272,Image,Network,0.71
M9273,Video,Customer Service,0.69
M9274,Video,Offer,0.71
M9275,Image,Network,0.0
M9276,Audio,Event,0.97
M9277,Image,Event,0.17
M9278,Video,Event,0.25
M9279,Audio,Customer Service,0.31
M9280,Video,Event,0.82
M9281,Video,Offer,0.13
M9282,Audio,Network,0.29
M9283,Video,Network,0.75
M9284,Video,Customer Service,0.28
M9285,Video,Offer,0.15
M9286,Audio,Network,0.26
M9287,Video,Customer Service,0.89
M9288,Video,Customer Service,0.91
M9289,Audio,Network,0.78
M9290,Image,Customer Service,0.58
M9291,Image,Network,0.37
M9292,Audio,Event,0.13
M9293,Image,Network,0.12
M9294,Audio,Customer Service,0.41
M9295,Audio,Customer Service,0.65
M9296,Image,Network,0.45
M9297,Audio,Event,0.12
M9298,Audio,Offer,0.09
M9299,Image,Offer,0.26
M9300,Audio,Event,0.92
M9301,Image,Event,0.64
M9302,Image,Network,0.12
M9303,Image,Customer Service,0.67
M9304,Audio,Network,0.39
M9305,Image,Network,0.45
M9306,Audio,Network,0.83
M9307,Image,Event,0.44
M9308,Image,Offer,0.21
M9309,Audio,Offer,0.21
M9310,Audio,Customer Service,0.1
M9311,Video,Offer,0.77
M9312,Image,Network,0.02
M9313,Video,Event,0.97
M9314,Audio,Event,0.49
M9315,Image,Network,0.53
M9316,Image,Event,0.54
M9317,Audio,Offer,0.77
M9318,Video,Network,0.05
M9319,Video,Event,0.63
M9320,Video,Network,0.07
M9321,Video,Event,0.68
M9322,Audio,Offer,0.66
M9323,Image,Offer,0.07
M9324,Image,Network,0.65
M9325,Audio,Event,0.67
M9326,Audio,Customer Service,0.83
M9327,Video,Event,0.2
M9328,Image,Customer Service,0.83
M9329,Image,Customer Service,0.8
M9330,Video,Offer,0.23
M9331,Image,Event,0.05
M9332,Video,Event,0.16
M9333,Video,Network,0.35
M9334,Image,Network,0.39
M9335,Audio,Event,0.41
M9336,Image,Customer Service,0.8
M9337,Video,Offer,0.88
M9338,Image,Network,0.02
M9339,Video,Offer,0.21
M9340,Image,Offer,0.36
M9341,Video,Network,0.96
M9342,Video,Network,0.7
M9343,Image,Event,0.87
M9344,Audio,Event,0.31
M9345,Image,Network,0.82
M9346,Audio,Event,0.53
M9347,Image,Offer,0.65
M9348,Video,Event,0.59
M9349,Audio,Customer Service,0.86
M9350,Audio,Customer Service,0.97
M9351,Video,Offer,0.62
M9352,Audio,Customer Service,0.7
M9353,Image,Customer Service,0.43
M9354,Image,Offer,0.0
M9355,Audio,Offer,0.85
M9356,Audio,Offer,0.16
M9357,Video,Customer Service,0.07
M9358,Image,Offer,0.97
M9359,Audio,Offer,0.45
M9360,Audio,Offer,0.14
M9361,Audio,Network,0.16
M9362,Image,Customer Service,0.36
M9363,Audio,Customer Service,0.95
M9364,Audio,Offer,0.86
M9365,Video,Offer,0.24
M9366,Audio,Network,0.99
M9367,Video,Event,0.51
M9368,Image,Event,0.4
M9369,Audio,Customer Service,0.49
M9370,Video,Event,0.81
M9371,Audio,Event,0.1
M9372,Image,Offer,0.32
M9373,Video,Offer,0.53
M9374,Image,Network,0.39
M9375,Audio,Event,0.1
M9376,Image,Offer,0.74
M9377,Audio,Offer,0.26
M9378,Video,Offer,0.49
M9379,Image,Event,0.73
M9380,Image,Event,0.91
M9381,Video,Customer Service,0.09
M9382,Audio,Event,0.44
M9383,Image,Event,0.83
M9384,Audio,Offer,0.48
M9385,Audio,Network,0.01
M9386,Video,Event,0.17
M9387,Video,Customer Service,0.58
M9388,Audio,Customer Service,0.47
M9389,Audio,Event,0.15
M9390,Video,Customer Service,0.76
M9391,Image,Event,0.39
M9392,Audio,Event,0.79
M9393,Image,Event,0.22
M9394,Image,Network,0.54
M9395,Image,Customer Service,0.01
M9396,Video,Customer Service,0.26
M9397,Audio,Event,0.84
M9398,Audio,Customer Service,0.07
M9399,Video,Customer Service,0.39
M9400,Video,Offer,0.85
M9401,Audio,Event,0.37
M9402,Video,Event,0.78
M9403,Image,Customer Service,0.26
M9404,Video,Event,0.94
M9405,Image,Customer Service,0.92
M9406,Video,Event,0.48
M9407,Image,Network,0.0
M9408,Video,Event,0.23
M9409,Image,Event,0.67
M9410,Video,Customer Service,0.71
M9411,Audio,Customer Service,0.47
M9412,Video,Offer,0.18
M9413,Video,Customer Service,0.49
M9414,Image,Customer Service,0.83
M9415,Audio,Event,0.91
M9416,Video,Offer,0.97
M9417,Audio,Offer,0.56
M9418,Video,Offer,0.8
M9419,Video,Network,0.69
M9420,Audio,Offer,0.51
M9421,Image,Network,0.3
M9422,Video,Offer,0.64
M9423,Video,Event,0.07
M9424,Audio,Customer Service,0.38
M9425,Image,Network,0.49
M9426,Audio,Network,0.35
M9427,Image,Event,0.49
M9428,Audio,Customer Service,0.17
M9429,Audio,Customer Service,0.49
M9430,Audio,Customer Service,0.52
M9431,Audio,Network,0.77
M9432,Audio,Network,0.37
M9433,Video,Customer Service,0.22
M9434,Audio,Offer,0.65
M9435,Image,Network,0.34
M9436,Audio,Customer Service,0.29
M9437,Audio,Network,0.04
M9438,Image,Customer Service,0.86
M9439,Image,Network,0.29
M9440,Image,Event,0.78
M9441,Image,Offer,0.02
M9442,Audio,Offer,0.72
M9443,Video,Offer,0.19
M9444,Video,Customer Service,0.56
M9445,Video,Network,0.51
M9446,Audio,Customer Service,0.31
M9447,Image,Network,0.88
M9448,Image,Network,0.66
M9449,Image,Network,0.17
M9450,Audio,Network,0.45
M9451,Audio,Offer,0.74
M9452,Audio,Network,0.39
M9453,Video,Offer,0.41
M9454,Image,Offer,0.09
M9455,Audio,Event,0.5
M9456,Audio,Customer Service,0.95
M9457,Video,Network,0.06
M9458,Video,Customer Service,0.83
M9459,Video,Network,0.67
M9460,Video,Event,0.19
M9461,Video,Offer,0.52
M9462,Image,Offer,0.92
M9463,Image,Customer Service,0.16
M9464,Audio,Network,0.1
M9465,Audio,Offer,0.11
M9466,Audio,Network,0.54
M9467,Image,Network,0.88
M9468,Audio,Network,0.51
M9469,Video,Customer Service,0.3
M9470,Video,Event,0.57
M9471,Video,Event,0.1
M9472,Image,Network,0.13
M9473,Video,Event,0.47
M9474,Image,Network,0.83
M9475,Image,Network,0.56
M9476,Image,Event,0.32
M9477,Video,Customer Service,0.51
M9478,Image,Event,0.55
M9479,Image,Network,0.14
M9480,Video,Network,0.28
M9481,Image,Customer Service,0.76
M9482,Video,Network,0.5
M9483,Image,Offer,0.99
M9484,Video,Offer,0.83
M9485,Video,Customer Service,0.79
M9486,Audio,Event,0.76
M9487,Audio,Event,0.55
M9488,Image,Offer,0.2
M9489,Image,Offer,0.59
M9490,Image,Network,0.96
M9491,Video,Offer,0.41
M9492,Audio,Customer Service,0.1
M9493,Audio,Offer,0.26
M9494,Image,Customer Service,0.12
M9495,Image,Offer,0.98
M9496,Video,Offer,0.98
M9497,Video,Network,0.37
M9498,Image,Customer Service,0.46
M9499,Video,Offer,0.36
M9500,Audio,Offer,0.43
M9501,Audio,Customer Service,0.65
M9502,Image,Offer,0.72
M9503,Video,Offer,0.49
M9504,Video,Customer Service,0.47
M9505,Video,Event,0.34
M9506,Image,Network,0.18
M9507,Image,Customer Service,0.42
M9508,Audio,Customer Service,0.27
M9509,Image,Event,0.27
M9510,Audio,Event,0.4
M9511,Video,Event,0.33
M9512,Image,Event,0.11
M9513,Video,Customer Service,0.14
M9514,Image,Event,0.93
M9515,Video,Customer Service,0.12
M9516,Audio,Offer,0.07
M9517,Video,Offer,0.47
M9518,Video,Customer Service,0.56
M9519,Audio,Network,0.72
M9520,Video,Event,0.27
M9521,Audio,Event,0.8
M9522,Audio,Offer,0.54
M9523,Image,Network,0.41
M9524,Video,Event,0.16
M9525,Video,Customer Service,0.66
M9526,Audio,Offer,0.5
M9527,Video,Customer Service,0.75
M9528,Audio,Network,0.61
M9529,Audio,Event,0.88
